net,length_um
cpuregs\[10\]\[16\],10.98
_02155_,10.975
_02682_,10.96
_06816_,10.96
_13422_,10.96
_14092_,10.96
cpuregs\[3\]\[30\],10.94
_13899_,10.93
_03359_,10.92
_03763_,10.92
_04727_,10.92
_07769_,10.92
_09671_,10.92
_11567_,10.92
_11677_,10.92
_11685_,10.92
_12218_,10.92
_12993_,10.92
_13701_,10.92
clknet_leaf_152_clk,10.92
_02982_,10.9
_06295_,10.9
_14571_,10.9
cpuregs\[9\]\[23\],10.9
_03052_,10.88
_03239_,10.88
_03281_,10.88
_08866_,10.88
_10600_,10.88
_10759_,10.88
net204,10.88
_01668_,10.86
_01824_,10.86
_03149_,10.86
_03776_,10.86
_03920_,10.86
_04344_,10.86
_04395_,10.86
_04632_,10.86
_04893_,10.86
_07029_,10.86
cpuregs\[13\]\[10\],10.86
cpuregs\[14\]\[17\],10.86
cpuregs\[17\]\[30\],10.86
_01515_,10.84
_11352_,10.84
_13397_,10.84
_00032_,10.825
_03404_,10.82
_03598_,10.82
_10235_,10.82
_12166_,10.82
_12039_,10.81
alu_shl\[26\],10.805
_02810_,10.8
_03933_,10.8
_08446_,10.8
_09641_,10.8
_11507_,10.8
_11797_,10.8
_11815_,10.8
_12876_,10.8
_12911_,10.8
_14040_,10.8
cpuregs\[0\]\[20\],10.8
mem_addr[31],10.79
_03468_,10.78
_03838_,10.78
_07422_,10.78
_09812_,10.78
_11692_,10.78
_12858_,10.78
_13101_,10.78
_13175_,10.78
cpuregs\[14\]\[5\],10.78
_00024_,10.775
_12374_,10.765
_01725_,10.76
_02621_,10.76
_02925_,10.76
_03775_,10.76
_04672_,10.76
_12661_,10.76
_14387_,10.76
cpuregs\[7\]\[0\],10.76
irq[0],10.76
irq[10],10.76
irq[11],10.76
irq[12],10.76
irq[15],10.76
irq[17],10.76
irq[1],10.76
irq[20],10.76
irq[22],10.76
irq[25],10.76
irq[26],10.76
irq[27],10.76
irq[28],10.76
irq[29],10.76
irq[31],10.76
irq[3],10.76
irq[4],10.76
irq[6],10.76
irq[7],10.76
irq[8],10.76
irq[9],10.76
mem_addr[5],10.76
mem_addr[8],10.76
mem_addr[9],10.76
net403,10.76
mem_la_addr[5],10.76
mem_la_addr[6],10.76
mem_la_addr[8],10.76
mem_la_addr[9],10.76
mem_la_read,10.76
mem_rdata[0],10.76
mem_rdata[10],10.76
mem_rdata[11],10.76
mem_rdata[17],10.76
mem_rdata[1],10.76
mem_rdata[20],10.76
mem_rdata[21],10.76
mem_rdata[23],10.76
mem_rdata[24],10.76
mem_rdata[26],10.76
mem_rdata[27],10.76
mem_valid,10.76
pcpi_insn[7],10.76
pcpi_rs2[16],10.76
pcpi_rs2[6],10.76
pcpi_rs2[9],10.76
net419,10.76
net421,10.76
net428,10.76
net430,10.76
net406,10.76
net438,10.76
net439,10.76
net408,10.76
net412,10.76
_01552_,10.74
_03314_,10.74
_03532_,10.74
_06450_,10.74
_07291_,10.74
_07980_,10.74
_10745_,10.74
_11582_,10.74
_12382_,10.74
_12650_,10.74
cpuregs\[11\]\[11\],10.74
_03985_,10.72
_06432_,10.72
_12535_,10.72
cpuregs\[2\]\[12\],10.72
_03696_,10.7
_04404_,10.7
_04656_,10.7
_04719_,10.7
_05350_,10.7
_07478_,10.7
_07733_,10.7
_13629_,10.7
_14543_,10.7
cpuregs\[13\]\[28\],10.7
cpuregs\[17\]\[17\],10.7
cpuregs\[8\]\[0\],10.7
genblk1.pcpi_mul.rd\[0\],10.7
_02105_,10.68
_03604_,10.68
_03730_,10.68
_07138_,10.68
cpuregs\[4\]\[22\],10.68
_02768_,10.66
_04240_,10.66
_04486_,10.66
_08340_,10.66
_09039_,10.66
_10438_,10.66
_12269_,10.66
_13009_,10.66
_02164_,10.64
_02764_,10.64
_03363_,10.64
_11550_,10.64
_13059_,10.64
_14484_,10.64
cpuregs\[0\]\[22\],10.64
mem_la_addr[7],10.64
pcpi_rs2[31],10.64
_02176_,10.62
_03402_,10.62
_04076_,10.62
_04781_,10.62
_10170_,10.62
_14479_,10.62
cpuregs\[17\]\[16\],10.62
pcpi_timeout_counter\[1\],10.62
_07841_,10.6
_10802_,10.6
_11018_,10.6
_14600_,10.6
cpuregs\[14\]\[23\],10.6
cpuregs\[8\]\[19\],10.6
_02153_,10.58
_09682_,10.58
_09938_,10.58
_10138_,10.58
_11596_,10.58
_11860_,10.58
_11873_,10.58
_11934_,10.58
_13760_,10.58
_14427_,10.58
_03260_,10.57
_10002_,10.565
_08518_,10.56
_10497_,10.56
cpuregs\[18\]\[24\],10.56
_00039_,10.555
_07126_,10.555
_01738_,10.54
_03103_,10.54
_10784_,10.54
_11433_,10.54
_11659_,10.54
_11800_,10.54
_12223_,10.54
_13553_,10.54
_14321_,10.54
_14638_,10.535
_13433_,10.53
_02016_,10.52
_03979_,10.52
_12289_,10.52
_12557_,10.52
_12806_,10.52
_04862_,10.5
_05782_,10.5
_06890_,10.5
_10758_,10.5
_13630_,10.5
cpuregs\[15\]\[12\],10.5
_07120_,10.48
_11014_,10.48
cpuregs\[10\]\[25\],10.48
cpuregs\[18\]\[12\],10.48
_10836_,10.475
_02234_,10.47
_03526_,10.46
_04233_,10.46
_04926_,10.46
_09787_,10.46
_10656_,10.46
_11560_,10.46
_12750_,10.46
_03230_,10.44
_04669_,10.44
_10426_,10.44
_11529_,10.44
_13192_,10.44
alu_add_sub\[5\],10.44
_02726_,10.42
_03802_,10.42
_03975_,10.42
_04286_,10.42
_04686_,10.42
_09145_,10.42
_13514_,10.42
_13821_,10.42
net342,10.42
_09721_,10.415
_02146_,10.4
_06337_,10.4
_12125_,10.4
_12684_,10.4
_12897_,10.4
_13267_,10.4
_13726_,10.4
cpuregs\[14\]\[6\],10.4
cpuregs\[17\]\[20\],10.4
cpuregs\[3\]\[1\],10.4
cpuregs\[5\]\[24\],10.4
_02576_,10.39
_02566_,10.38
_03278_,10.38
_03395_,10.38
_10981_,10.38
_00930_,10.375
_02069_,10.37
_01707_,10.36
_03706_,10.36
_05639_,10.36
_09019_,10.36
_10185_,10.36
_11190_,10.36
_11710_,10.36
_12740_,10.36
_13703_,10.36
cpuregs\[15\]\[7\],10.36
cpuregs\[7\]\[28\],10.36
cpuregs\[8\]\[27\],10.36
_04658_,10.34
_06365_,10.34
_00628_,10.32
_01973_,10.32
_02493_,10.32
_02656_,10.32
_04115_,10.32
_04202_,10.32
_06785_,10.32
_08461_,10.32
_09137_,10.32
_09152_,10.32
_09813_,10.32
_09833_,10.32
_10136_,10.32
_10384_,10.32
_10405_,10.32
_10638_,10.32
_12646_,10.32
_13236_,10.32
cpuregs\[1\]\[4\],10.32
cpuregs\[9\]\[31\],10.32
mem_rdata_q\[25\],10.32
_03015_,10.3
_03959_,10.3
_13201_,10.3
_13768_,10.3
mem_addr[7],10.3
_14253_,10.29
_02595_,10.28
_03319_,10.28
_04006_,10.28
_04317_,10.28
_05072_,10.28
_07409_,10.28
_09477_,10.28
_09980_,10.28
_11157_,10.28
_12191_,10.28
_12870_,10.28
_13818_,10.28
_13954_,10.28
_14000_,10.28
_14036_,10.28
_14175_,10.28
_14517_,10.28
cpuregs\[12\]\[16\],10.28
cpuregs\[6\]\[5\],10.28
cpuregs\[8\]\[7\],10.28
reg_out\[4\],10.28
_04661_,10.26
_04710_,10.26
_12656_,10.26
_13257_,10.26
_01164_,10.24
_01698_,10.24
_02666_,10.24
_03666_,10.24
_04497_,10.24
_08559_,10.24
_09275_,10.24
_11139_,10.24
_11861_,10.24
_13249_,10.24
_13311_,10.24
_14491_,10.24
cpuregs\[4\]\[31\],10.24
_11763_,10.22
_14572_,10.22
cpuregs\[13\]\[8\],10.22
cpuregs\[4\]\[5\],10.22
cpuregs\[5\]\[30\],10.22
_01032_,10.205
_02462_,10.2
_03574_,10.2
_04077_,10.2
_04766_,10.2
_06832_,10.2
_08919_,10.2
_08920_,10.2
_10224_,10.2
_11321_,10.2
_12984_,10.2
_13353_,10.2
cpuregs\[13\]\[7\],10.2
pcpi_timeout_counter\[2\],10.2
_01338_,10.195
_02225_,10.18
_12468_,10.18
_13210_,10.18
cpuregs\[17\]\[5\],10.18
_04609_,10.17
_13375_,10.17
_00820_,10.165
_02122_,10.16
_03452_,10.16
_04325_,10.16
_04409_,10.16
_08591_,10.16
_12293_,10.16
_12892_,10.16
_13786_,10.16
cpuregs\[17\]\[12\],10.16
_03630_,10.14
cpuregs\[12\]\[31\],10.14
cpuregs\[15\]\[0\],10.14
cpuregs\[1\]\[8\],10.14
instr_add,10.14
_00115_,10.125
_02455_,10.12
_02589_,10.12
_03454_,10.12
_03733_,10.12
_04035_,10.12
_05900_,10.12
_06932_,10.12
_08328_,10.12
_10670_,10.12
_13732_,10.12
_06444_,10.1
_06723_,10.1
_08853_,10.1
_09234_,10.1
_09277_,10.1
_09948_,10.1
_11775_,10.1
_14425_,10.1
cpuregs\[11\]\[9\],10.1
cpuregs\[15\]\[22\],10.1
cpuregs\[8\]\[23\],10.1
_01646_,10.08
_02035_,10.08
_02650_,10.08
_03419_,10.08
_03704_,10.08
_04030_,10.08
_04388_,10.08
_04470_,10.08
_04641_,10.08
_06658_,10.08
_06927_,10.08
_10620_,10.08
_11336_,10.08
_12698_,10.08
_13189_,10.08
_14582_,10.08
_07373_,10.06
_10877_,10.06
_14315_,10.06
_01644_,10.04
_03072_,10.04
_04464_,10.04
_12616_,10.04
cpuregs\[16\]\[2\],10.04
cpuregs\[19\]\[28\],10.04
_01407_,10.035
_10766_,10.03
_03932_,10.02
_05537_,10.02
_06815_,10.02
_01611_,10.01
_02182_,10
_04403_,10
_06392_,10
_09328_,10
_04368_,9.99
_02489_,9.98
_02504_,9.98
_03983_,9.98
_04011_,9.98
_06485_,9.98
_08105_,9.98
_01764_,9.96
_03566_,9.96
_07366_,9.96
_07801_,9.96
_11681_,9.96
_14260_,9.96
cpuregs\[8\]\[14\],9.96
_08628_,9.945
_14785_,9.945
_00630_,9.94
_00636_,9.94
_02065_,9.94
_02426_,9.94
_04553_,9.94
_06090_,9.94
_08529_,9.94
_08762_,9.94
_11526_,9.94
_13738_,9.94
_14643_,9.94
cpuregs\[15\]\[21\],9.94
cpuregs\[17\]\[6\],9.94
cpuregs\[7\]\[26\],9.94
cpuregs\[9\]\[19\],9.94
_08670_,9.925
_02828_,9.92
_03115_,9.92
_07316_,9.92
_13129_,9.92
_13416_,9.92
_00232_,9.905
_03570_,9.9
_03817_,9.9
_03905_,9.9
_06989_,9.9
_09691_,9.9
_09705_,9.9
_09808_,9.9
_11109_,9.9
_11524_,9.9
_13581_,9.9
_13831_,9.9
cpuregs\[6\]\[27\],9.9
_02134_,9.88
_02878_,9.88
_03493_,9.88
_03773_,9.88
_03978_,9.88
_04813_,9.88
_05445_,9.88
_10414_,9.88
_10761_,9.88
_11618_,9.88
_14157_,9.88
_14218_,9.88
alu_shr\[1\],9.88
cpuregs\[0\]\[8\],9.88
_00096_,9.865
_03055_,9.86
_03618_,9.86
_06309_,9.86
_07031_,9.86
_07419_,9.86
_08121_,9.86
_08294_,9.86
_08650_,9.86
_09139_,9.86
_11551_,9.86
_11632_,9.86
cpuregs\[0\]\[17\],9.86
net478,9.86
_03680_,9.855
_00874_,9.845
_02060_,9.84
_02702_,9.84
_03412_,9.84
_03578_,9.84
_06763_,9.84
_07774_,9.84
_10307_,9.84
_11792_,9.84
_12399_,9.84
_13060_,9.84
_13785_,9.84
cpuregs\[5\]\[2\],9.84
_11344_,9.83
alu_out\[14\],9.825
_02256_,9.82
_03202_,9.82
_03551_,9.82
_05582_,9.82
_06112_,9.82
_06170_,9.82
_06400_,9.82
_08811_,9.82
_09486_,9.82
_11978_,9.82
_12250_,9.82
_13229_,9.82
_14139_,9.82
_14318_,9.82
_14550_,9.82
cpuregs\[10\]\[21\],9.82
cpuregs\[6\]\[31\],9.82
_01641_,9.8
_02040_,9.8
_02802_,9.8
_07346_,9.8
_09905_,9.8
_13779_,9.8
_03600_,9.78
_04332_,9.78
_06778_,9.78
_08484_,9.78
_10882_,9.78
_11530_,9.78
_11754_,9.78
_12124_,9.78
_00053_,9.76
_03591_,9.76
_04570_,9.76
_04694_,9.76
_04822_,9.76
_06063_,9.76
_06976_,9.76
_12347_,9.76
cpuregs\[15\]\[9\],9.76
cpuregs\[2\]\[3\],9.76
_02148_,9.74
_02673_,9.74
_03390_,9.74
_03425_,9.74
_03442_,9.74
_03888_,9.74
_04620_,9.74
_06903_,9.74
_12049_,9.74
_12346_,9.74
_12753_,9.74
_13520_,9.74
_14325_,9.74
cpuregs\[16\]\[14\],9.74
_03065_,9.72
_04670_,9.72
_11585_,9.72
cpuregs\[15\]\[4\],9.72
_02648_,9.7
_04200_,9.7
_04688_,9.7
_07962_,9.7
_08547_,9.7
_12402_,9.7
_12512_,9.7
_13017_,9.7
_13118_,9.7
_13124_,9.7
cpuregs\[10\]\[10\],9.7
_00289_,9.685
_11716_,9.68
_12297_,9.68
_12721_,9.68
cpuregs\[19\]\[5\],9.68
cpuregs\[2\]\[10\],9.68
cpuregs\[5\]\[26\],9.68
_01160_,9.665
_02668_,9.66
_03928_,9.66
_03955_,9.66
_04175_,9.66
_07191_,9.66
_07321_,9.66
_09425_,9.66
_12255_,9.66
_12965_,9.66
_14221_,9.66
_08525_,9.64
_09120_,9.64
_12744_,9.64
_13153_,9.64
cpuregs\[17\]\[15\],9.64
mem_wordsize\[1\],9.64
pcpi_rs2[11],9.63
_02554_,9.62
_02567_,9.62
_04168_,9.62
_04216_,9.62
_05062_,9.62
_06413_,9.62
_07050_,9.62
_09517_,9.62
_11709_,9.62
_12605_,9.62
_12681_,9.62
_14340_,9.62
cpuregs\[16\]\[29\],9.62
_02415_,9.6
_11182_,9.6
_12307_,9.6
_00104_,9.585
_02563_,9.58
_03361_,9.58
_04323_,9.58
_04716_,9.58
_04725_,9.58
_05622_,9.58
_06388_,9.58
_07024_,9.58
_07680_,9.58
_09596_,9.58
_13033_,9.58
_13683_,9.58
_13932_,9.58
cpuregs\[19\]\[4\],9.56
cpuregs\[8\]\[31\],9.56
_02238_,9.54
_02331_,9.54
_03548_,9.54
_03798_,9.54
_03846_,9.54
_08868_,9.54
_12668_,9.54
reg_out\[22\],9.54
_09101_,9.52
_12083_,9.52
_12201_,9.52
alu_add_sub\[23\],9.52
_02196_,9.51
_02275_,9.5
_03794_,9.5
_07417_,9.5
_11298_,9.5
_13814_,9.5
_14548_,9.5
_01916_,9.48
_02233_,9.48
_02431_,9.48
_02630_,9.48
_02777_,9.48
_03321_,9.48
_03608_,9.48
_03690_,9.48
_07954_,9.48
_10861_,9.48
_11571_,9.48
_12426_,9.48
_14678_,9.48
cpuregs\[13\]\[24\],9.48
_01955_,9.46
_03901_,9.46
_06428_,9.46
_10732_,9.46
_01790_,9.45
_02968_,9.44
_03185_,9.44
_08302_,9.44
_11323_,9.44
_12422_,9.44
_13092_,9.44
cpuregs\[16\]\[23\],9.44
cpuregs\[3\]\[26\],9.44
cpuregs\[5\]\[7\],9.44
cpuregs\[7\]\[24\],9.44
_02193_,9.43
_03897_,9.42
_03948_,9.42
_05186_,9.42
_05533_,9.42
_06494_,9.42
_06804_,9.42
_12655_,9.42
_12844_,9.42
_12983_,9.42
_14749_,9.42
_00370_,9.405
_01888_,9.4
_01982_,9.4
_03301_,9.4
_03518_,9.4
_03553_,9.4
_03793_,9.4
_03885_,9.4
_06746_,9.4
_09534_,9.4
_11395_,9.4
net205,9.395
_12643_,9.39
_02891_,9.38
_04554_,9.38
_08085_,9.38
_10796_,9.38
_12603_,9.38
cpuregs\[0\]\[0\],9.38
_14279_,9.37
_01653_,9.36
_01723_,9.36
_02022_,9.36
_02198_,9.36
_02525_,9.36
_02667_,9.36
_03038_,9.36
_04676_,9.36
_06469_,9.36
_08802_,9.36
_08992_,9.36
_11501_,9.36
_11655_,9.36
_12654_,9.36
_12664_,9.36
_13161_,9.36
_13384_,9.36
_13958_,9.36
cpuregs\[14\]\[24\],9.36
cpuregs\[17\]\[26\],9.36
cpuregs\[3\]\[29\],9.36
_10688_,9.34
_12477_,9.34
_13769_,9.34
cpuregs\[16\]\[7\],9.34
_00591_,9.325
_03053_,9.32
_04733_,9.32
_08737_,9.32
_09331_,9.32
_09773_,9.32
_10290_,9.32
_11464_,9.32
_12037_,9.32
_12302_,9.32
_12516_,9.32
_12615_,9.32
_12787_,9.32
_12955_,9.32
_13275_,9.32
_13341_,9.32
_13624_,9.32
_14324_,9.32
_14791_,9.32
_02835_,9.31
_04041_,9.31
_10835_,9.31
_01833_,9.3
_04446_,9.3
_05392_,9.3
_10873_,9.3
alu_shr\[8\],9.3
cpuregs\[15\]\[10\],9.3
cpuregs\[9\]\[4\],9.3
_02039_,9.29
_01843_,9.28
_02686_,9.28
_04441_,9.28
_07492_,9.28
_10825_,9.28
_11241_,9.28
_13592_,9.28
_00633_,9.265
_12258_,9.265
_02401_,9.26
_02429_,9.26
_03129_,9.26
_04133_,9.26
_04736_,9.26
_12784_,9.26
_13705_,9.26
cpuregs\[16\]\[3\],9.26
_00118_,9.255
_00058_,9.245
_00072_,9.245
_00921_,9.245
_01729_,9.24
_03227_,9.24
_03737_,9.24
_03900_,9.24
_04750_,9.24
_12356_,9.24
_13729_,9.24
_14490_,9.24
cpuregs\[0\]\[6\],9.24
cpuregs\[1\]\[2\],9.24
_07828_,9.235
_01918_,9.22
_02156_,9.22
_02380_,9.22
_11054_,9.22
_12116_,9.22
_12252_,9.22
cpuregs\[10\]\[11\],9.22
cpuregs\[15\]\[19\],9.22
cpuregs\[7\]\[30\],9.22
_01213_,9.205
_02985_,9.2
_06117_,9.2
_06373_,9.2
_07368_,9.2
_11809_,9.2
_11904_,9.2
_00015_,9.185
_03947_,9.18
_03999_,9.18
_04547_,9.18
_09723_,9.18
_10803_,9.18
_12240_,9.18
_13854_,9.18
_03094_,9.17
_12725_,9.17
_02787_,9.16
_02915_,9.16
_11164_,9.16
_11695_,9.16
_12159_,9.16
_12926_,9.16
_13290_,9.16
_13867_,9.16
_14518_,9.16
cpuregs\[14\]\[28\],9.16
alu_add_sub\[21\],9.155
_02037_,9.14
_02038_,9.14
_07255_,9.14
_11099_,9.14
_11853_,9.14
_13015_,9.14
cpuregs\[2\]\[14\],9.14
_00108_,9.125
_04717_,9.12
_04950_,9.12
_08536_,9.12
_01040_,9.105
_02724_,9.1
_12103_,9.1
_12848_,9.1
_14675_,9.1
count_cycle\[0\],9.1
cpuregs\[16\]\[18\],9.1
_01357_,9.085
_02326_,9.08
_02756_,9.08
_03017_,9.08
_04830_,9.08
_05199_,9.08
_09772_,9.08
_09982_,9.08
_11945_,9.08
_12728_,9.08
_01607_,9.07
_01618_,9.06
_01803_,9.06
_02953_,9.06
_03189_,9.06
_04105_,9.06
_06786_,9.06
_07965_,9.06
_08780_,9.06
_08784_,9.06
_10191_,9.06
_11342_,9.06
_11898_,9.06
alu_add_sub\[31\],9.06
cpuregs\[7\]\[23\],9.06
_02174_,9.04
_11637_,9.04
_11973_,9.04
_13549_,9.04
_14460_,9.04
cpu_state\[6\],9.04
_01846_,9.02
_02472_,9.02
_03224_,9.02
_03275_,9.02
_04095_,9.02
_04465_,9.02
_06810_,9.02
_07466_,9.02
_10051_,9.02
_10714_,9.02
_11405_,9.02
_11595_,9.02
_12325_,9.02
_13626_,9.02
_14035_,9.02
_14606_,9.02
_00977_,9.005
_04239_,9
_04466_,9
_10737_,9
_12073_,9
_12081_,9
_14367_,9
_14477_,9
_02133_,8.98
_02627_,8.98
_03133_,8.98
_03188_,8.98
_07234_,8.98
_08104_,8.98
_11017_,8.98
_13355_,8.98
_14149_,8.98
cpuregs\[15\]\[1\],8.98
cpuregs\[8\]\[1\],8.98
_02864_,8.96
_03257_,8.96
_04345_,8.96
_04510_,8.96
_05105_,8.96
_07122_,8.96
_09864_,8.96
_11819_,8.96
_12618_,8.96
_13991_,8.96
_14358_,8.96
_14532_,8.96
cpuregs\[15\]\[16\],8.96
reg_out\[31\],8.96
_01837_,8.94
_02195_,8.94
_02559_,8.94
_03651_,8.94
_04805_,8.94
_06725_,8.94
_07484_,8.94
_08031_,8.94
_10035_,8.94
_11801_,8.94
_12267_,8.94
_12460_,8.94
_14501_,8.94
_14710_,8.94
cpuregs\[12\]\[20\],8.94
genblk1.pcpi_mul.rd\[10\],8.94
_02108_,8.92
_02574_,8.92
_02592_,8.92
_03521_,8.92
_09211_,8.92
_11936_,8.92
_13176_,8.92
_13819_,8.92
cpuregs\[13\]\[6\],8.92
cpuregs\[7\]\[29\],8.92
_12256_,8.905
_01810_,8.9
_02767_,8.9
_03136_,8.9
_03299_,8.9
_04450_,8.9
_04680_,8.9
_05253_,8.9
_07156_,8.9
_08158_,8.9
_09376_,8.9
_10665_,8.9
_11757_,8.9
_12357_,8.9
_13067_,8.9
_13223_,8.9
_13888_,8.9
_14345_,8.9
cpuregs\[0\]\[18\],8.9
cpuregs\[13\]\[1\],8.9
cpuregs\[14\]\[13\],8.9
cpuregs\[3\]\[28\],8.9
net335,8.9
_03736_,8.88
_06443_,8.88
_07314_,8.88
_08485_,8.88
_12998_,8.88
_01789_,8.87
_01341_,8.865
_01887_,8.86
_03078_,8.86
_03767_,8.86
_04232_,8.86
_07072_,8.86
_09149_,8.86
_09223_,8.86
_12723_,8.86
_12964_,8.86
_14159_,8.86
_12591_,8.84
_12700_,8.84
cpuregs\[12\]\[19\],8.84
_01993_,8.82
_02199_,8.82
_02360_,8.82
_03152_,8.82
_03778_,8.82
_10662_,8.82
_11394_,8.82
cpuregs\[11\]\[30\],8.82
_07960_,8.815
_00019_,8.8
_07490_,8.8
_14091_,8.8
cpuregs\[16\]\[21\],8.8
cpuregs\[5\]\[17\],8.8
do_waitirq,8.8
_02487_,8.78
_03251_,8.78
_03537_,8.78
_03843_,8.78
_04038_,8.78
_04318_,8.78
_10779_,8.78
_12089_,8.78
_13256_,8.78
_13293_,8.78
_14110_,8.78
_14667_,8.78
cpuregs\[0\]\[12\],8.78
cpuregs\[14\]\[16\],8.78
cpuregs\[6\]\[13\],8.78
_01054_,8.775
_00157_,8.765
_00554_,8.765
_08579_,8.76
_11949_,8.76
_12161_,8.76
_12609_,8.76
_13115_,8.76
_01953_,8.74
_02669_,8.74
_04892_,8.74
_07811_,8.74
_08015_,8.74
_11977_,8.74
_14353_,8.73
_03815_,8.72
cpuregs\[10\]\[4\],8.72
net401,8.72
net414,8.72
net415,8.72
net417,8.72
net418,8.72
net420,8.72
net422,8.72
net423,8.72
net405,8.72
net424,8.72
net426,8.72
net429,8.72
net431,8.72
net432,8.72
net433,8.72
net434,8.72
net435,8.72
net407,8.72
net409,8.72
net413,8.72
net399,8.72
_03853_,8.715
_02091_,8.7
_03030_,8.7
_03132_,8.7
_03565_,8.7
_04149_,8.7
_04706_,8.7
_07977_,8.7
_10171_,8.7
_10816_,8.7
_11556_,8.7
_11996_,8.7
_12420_,8.7
_12795_,8.7
_13041_,8.7
_13045_,8.7
_13097_,8.7
_13147_,8.7
_13749_,8.7
_02017_,8.68
_03075_,8.68
_03753_,8.68
cpuregs\[18\]\[23\],8.68
_00809_,8.665
_00959_,8.665
_02600_,8.66
_03090_,8.66
_08924_,8.66
_10962_,8.66
_12757_,8.66
_13111_,8.66
_14567_,8.66
_09414_,8.64
_09678_,8.64
_14458_,8.64
_03355_,8.63
_01539_,8.62
_01691_,8.62
_03676_,8.62
_04159_,8.62
_06626_,8.62
_06966_,8.62
_09240_,8.62
_11711_,8.62
_12370_,8.62
_14295_,8.62
_01875_,8.6
_02858_,8.6
_03309_,8.6
_04731_,8.6
_04819_,8.6
_14677_,8.6
_14357_,8.59
_03004_,8.58
_03193_,8.58
_03517_,8.58
_07362_,8.58
_09080_,8.58
_09936_,8.58
_10708_,8.58
_10750_,8.58
_10878_,8.58
_11517_,8.58
_12018_,8.58
_13426_,8.58
_13689_,8.58
_14676_,8.58
_14692_,8.58
_00022_,8.575
_00391_,8.575
_01592_,8.56
_03475_,8.56
_05635_,8.56
_05815_,8.56
_06051_,8.56
_09462_,8.56
_10489_,8.56
_12408_,8.56
_13050_,8.56
_13620_,8.56
_14478_,8.56
cpuregs\[11\]\[0\],8.56
cpuregs\[15\]\[24\],8.56
cpuregs\[15\]\[28\],8.56
cpuregs\[7\]\[19\],8.56
cpuregs\[9\]\[21\],8.56
_01557_,8.54
_03438_,8.54
_06759_,8.54
_14653_,8.54
_10672_,8.53
_12552_,8.53
_00035_,8.525
_02341_,8.52
_02728_,8.52
_04258_,8.52
_05880_,8.52
_09583_,8.52
_10142_,8.52
_10188_,8.52
_10320_,8.52
_11116_,8.52
_11627_,8.52
_12084_,8.52
_12875_,8.52
_13262_,8.52
_14224_,8.52
_14378_,8.52
_14648_,8.51
_03375_,8.5
_03590_,8.5
_03894_,8.5
_04793_,8.5
_07282_,8.5
_07778_,8.5
_09712_,8.5
_11652_,8.5
_11862_,8.5
_12778_,8.5
pcpi_rs2[17],8.5
pcpi_rs2[18],8.5
pcpi_rs2[19],8.5
pcpi_rs2[20],8.5
pcpi_rs2[21],8.5
pcpi_rs2[22],8.5
pcpi_rs2[23],8.5
pcpi_rs2[24],8.5
pcpi_rs2[25],8.5
pcpi_rs2[26],8.5
pcpi_rs2[27],8.5
pcpi_rs2[28],8.5
pcpi_rs2[29],8.5
pcpi_rs2[30],8.5
_02548_,8.48
_02860_,8.48
_04472_,8.48
_05618_,8.48
_06957_,8.48
_07016_,8.48
_10702_,8.48
_11549_,8.48
_11635_,8.48
_11937_,8.48
_12752_,8.48
_13503_,8.48
alu_shr\[7\],8.48
cpuregs\[6\]\[29\],8.48
_01650_,8.46
_02062_,8.46
_02163_,8.46
_03046_,8.46
_03977_,8.46
_04596_,8.46
_07300_,8.46
_08055_,8.46
_08634_,8.46
_10853_,8.46
_13725_,8.46
_13963_,8.46
decoder_trigger,8.46
_03279_,8.44
_03440_,8.44
_04769_,8.44
_05592_,8.44
_10546_,8.44
_10855_,8.44
_12137_,8.44
_12168_,8.44
_12171_,8.44
_13575_,8.44
_13577_,8.44
_14332_,8.44
cpuregs\[12\]\[14\],8.44
cpuregs\[12\]\[7\],8.44
cpuregs\[18\]\[16\],8.44
cpuregs\[4\]\[17\],8.44
cpuregs\[4\]\[18\],8.44
_13026_,8.43
_07333_,8.42
_13588_,8.42
_00394_,8.405
_02411_,8.4
_02453_,8.4
_04631_,8.4
_04737_,8.4
_04772_,8.4
_04808_,8.4
_06802_,8.4
_07128_,8.4
_07414_,8.4
_07497_,8.4
_11132_,8.4
_12221_,8.4
_13191_,8.4
_13950_,8.4
_14237_,8.4
alu_shr\[11\],8.4
_00762_,8.385
cpuregs\[5\]\[19\],8.385
_02447_,8.38
_04308_,8.38
_04463_,8.38
_09956_,8.38
_10736_,8.38
_10813_,8.38
cpuregs\[4\]\[3\],8.38
cpuregs\[8\]\[22\],8.38
_02661_,8.36
_03512_,8.36
_03818_,8.36
_04549_,8.36
_06705_,8.36
_06893_,8.36
_11111_,8.36
_11614_,8.36
_13048_,8.36
_14274_,8.36
_14485_,8.36
cpuregs\[14\]\[1\],8.36
_03461_,8.355
_06792_,8.34
_09303_,8.34
_10781_,8.34
_12176_,8.34
_12780_,8.34
cpuregs\[10\]\[2\],8.34
cpuregs\[13\]\[9\],8.34
cpuregs\[19\]\[26\],8.34
cpuregs\[9\]\[8\],8.34
_01157_,8.325
_01556_,8.32
_02271_,8.32
_02417_,8.32
_02588_,8.32
_02912_,8.32
_03209_,8.32
_04131_,8.32
_05425_,8.32
_06791_,8.32
_11438_,8.32
_11990_,8.32
_12327_,8.32
_12424_,8.32
_12916_,8.32
_14719_,8.32
cpuregs\[5\]\[12\],8.32
cpuregs\[6\]\[4\],8.32
_00396_,8.305
