net,length_um
_13463_,14.92
cpuregs\[14\]\[15\],14.92
_02379_,14.9
_03528_,14.9
_03902_,14.9
_04428_,14.9
_05291_,14.9
_11606_,14.9
_13039_,14.9
_14636_,14.9
net473,14.9
_02451_,14.88
_06210_,14.88
_08640_,14.88
_12513_,14.88
_14421_,14.88
cpuregs\[10\]\[8\],14.88
cpuregs\[10\]\[9\],14.88
cpuregs\[12\]\[10\],14.88
cpuregs\[9\]\[2\],14.88
_08560_,14.86
_14711_,14.86
_03541_,14.82
_03577_,14.82
_04130_,14.82
_12022_,14.82
_12157_,14.82
_13741_,14.82
_00929_,14.805
_04636_,14.8
_04653_,14.8
_07056_,14.8
_09866_,14.8
_13318_,14.8
_13562_,14.8
_13571_,14.8
_14604_,14.8
cpuregs\[6\]\[21\],14.8
cpuregs\[7\]\[31\],14.8
_01839_,14.78
_08574_,14.78
_09210_,14.78
_11824_,14.78
_13519_,14.78
cpuregs\[13\]\[14\],14.78
cpuregs\[15\]\[29\],14.78
eoi[28],14.78
_05261_,14.76
_05325_,14.76
_09426_,14.76
_09454_,14.76
_09761_,14.76
_13566_,14.76
_09978_,14.755
_13495_,14.755
_03200_,14.74
_04776_,14.74
_09368_,14.72
_12520_,14.72
_14171_,14.72
cpuregs\[19\]\[3\],14.72
_01576_,14.7
_03005_,14.7
_04473_,14.7
_10055_,14.7
_11130_,14.7
_11347_,14.7
_11690_,14.7
_12016_,14.7
cpuregs\[2\]\[28\],14.7
_02625_,14.69
_01613_,14.68
_01840_,14.68
_04422_,14.68
_06900_,14.68
_08477_,14.68
_09825_,14.68
_10695_,14.68
_11615_,14.68
_14220_,14.68
cpuregs\[11\]\[19\],14.68
instr_sltu,14.68
_10674_,14.66
cpuregs\[13\]\[29\],14.66
_02731_,14.64
_03161_,14.64
_11444_,14.64
_12282_,14.64
_14350_,14.64
cpuregs\[14\]\[0\],14.64
cpuregs\[2\]\[16\],14.64
_13018_,14.63
cpuregs\[9\]\[16\],14.63
count_instr\[1\],14.62
_04703_,14.6
_04763_,14.6
_05249_,14.6
_07382_,14.6
_12607_,14.6
_13541_,14.6
_13610_,14.6
_14285_,14.6
_14342_,14.6
alu_shr\[4\],14.6
cpuregs\[9\]\[13\],14.6
_02833_,14.58
_03382_,14.58
_04226_,14.58
_09199_,14.58
_12466_,14.58
_02602_,14.56
_03554_,14.56
_11473_,14.56
_11920_,14.56
_13468_,14.56
cpuregs\[12\]\[21\],14.56
cpuregs\[3\]\[20\],14.56
_09197_,14.55
_02713_,14.54
_12473_,14.54
count_instr\[56\],14.54
eoi[12],14.54
eoi[18],14.54
eoi[27],14.54
eoi[5],14.54
_07723_,14.52
_10167_,14.52
_02855_,14.5
_04993_,14.5
_01695_,14.48
_03034_,14.48
_04059_,14.48
_08636_,14.48
_09259_,14.48
_10929_,14.48
_13333_,14.48
cpuregs\[12\]\[23\],14.48
mem_la_addr[16],14.47
_03305_,14.46
_06204_,14.46
_08209_,14.46
cpuregs\[14\]\[14\],14.46
cpuregs\[17\]\[11\],14.46
cpuregs\[7\]\[11\],14.46
_02841_,14.45
_05701_,14.44
_07363_,14.44
_13286_,14.44
_13434_,14.44
_06201_,14.42
_08346_,14.42
_09640_,14.42
_11415_,14.42
_12266_,14.42
_12353_,14.42
_04107_,14.4
_04178_,14.4
_10027_,14.4
_14266_,14.4
_06982_,14.38
_10800_,14.38
_11120_,14.38
_12881_,14.38
_14282_,14.38
_01883_,14.37
_02615_,14.36
_13211_,14.36
alu_shl\[27\],14.345
_01997_,14.34
_03615_,14.34
_04738_,14.34
_05212_,14.34
_07248_,14.34
_08482_,14.34
_10589_,14.34
_11203_,14.34
cpuregs\[2\]\[9\],14.34
_02612_,14.32
_02742_,14.32
_02863_,14.32
_04560_,14.32
_13285_,14.32
cpuregs\[7\]\[14\],14.32
eoi[20],14.32
eoi[30],14.32
_03849_,14.315
_03028_,14.31
_12503_,14.31
_01777_,14.3
_02867_,14.3
_03969_,14.3
_08099_,14.3
_12909_,14.3
_12985_,14.3
_13957_,14.3
_04452_,14.28
_09254_,14.28
_11246_,14.28
_12697_,14.28
_13734_,14.28
_02749_,14.26
_04212_,14.26
_05021_,14.26
_06576_,14.26
net363,14.26
_03156_,14.24
cpuregs\[18\]\[4\],14.24
cpuregs\[6\]\[25\],14.24
_05384_,14.23
_03940_,14.22
_06963_,14.22
_07327_,14.22
_12910_,14.22
_13232_,14.22
cpuregs\[5\]\[9\],14.2
cpuregs\[7\]\[1\],14.2
_02631_,14.18
_07087_,14.18
_11929_,14.18
pcpi_timeout_counter\[3\],14.18
_04012_,14.16
_11127_,14.16
cpuregs\[1\]\[0\],14.16
_04770_,14.15
_02311_,14.14
_02699_,14.14
_04462_,14.14
_06316_,14.14
cpuregs\[5\]\[5\],14.14
_02408_,14.12
_07691_,14.12
_11439_,14.12
reg_pc\[25\],14.12
_03437_,14.1
_04420_,14.1
_05115_,14.1
_06826_,14.1
_10837_,14.1
_11802_,14.1
_12343_,14.1
_12903_,14.1
_13272_,14.1
cpuregs\[16\]\[19\],14.1
instr_auipc,14.1
_14783_,14.085
_12010_,14.08
eoi[11],14.08
eoi[17],14.08
eoi[25],14.08
eoi[26],14.08
_09257_,14.07
_03108_,14.06
cpuregs\[13\]\[18\],14.06
_03300_,14.04
_09012_,14.04
_12290_,14.04
_12397_,14.04
_12696_,14.04
_12963_,14.04
_07278_,14.025
_01980_,14.02
_03155_,14.02
_03592_,14.02
_11440_,14.02
_11790_,14.02
_12669_,14.02
_12701_,14.02
_13011_,14.02
_02375_,14
_03450_,14
_04002_,14
_04921_,14
_06862_,14
_07698_,14
_09817_,14
_12412_,14
_13088_,14
_13234_,14
_13704_,14
cpuregs\[14\]\[20\],14
_03453_,13.98
_04292_,13.98
_04319_,13.98
_12498_,13.98
cpuregs\[9\]\[1\],13.98
_02058_,13.96
_02689_,13.96
_03844_,13.96
_06380_,13.96
_06691_,13.96
_07401_,13.96
_08067_,13.96
_09958_,13.96
_11981_,13.96
_14464_,13.96
cpuregs\[10\]\[3\],13.96
cpuregs\[1\]\[20\],13.96
_14732_,13.945
_04711_,13.94
_07132_,13.94
_08523_,13.935
_04264_,13.93
_08993_,13.925
_00028_,13.92
_01708_,13.92
_10599_,13.92
_13441_,13.92
cpuregs\[3\]\[6\],13.92
_07061_,13.9
_07402_,13.9
_12355_,13.9
cpuregs\[4\]\[28\],13.9
_00635_,13.88
_03487_,13.88
_10606_,13.88
_10700_,13.88
_11813_,13.88
_12169_,13.88
_14209_,13.88
cpuregs\[19\]\[27\],13.88
net442,13.88
_02806_,13.86
_07246_,13.86
_08639_,13.86
_12092_,13.86
_12828_,13.86
cpuregs\[4\]\[23\],13.86
_03069_,13.84
_04571_,13.84
_08124_,13.84
_09619_,13.84
_11271_,13.84
_11362_,13.84
_11899_,13.84
_13500_,13.84
_13605_,13.84
net479,13.84
_07307_,13.8
_11534_,13.8
_12143_,13.8
_14716_,13.8
_02130_,13.78
_12330_,13.78
_08442_,13.77
_01604_,13.76
_02701_,13.76
_02782_,13.76
_03712_,13.76
_06687_,13.76
_06895_,13.74
_11715_,13.74
_06456_,13.72
_10789_,13.72
reg_pc\[18\],13.72
_00012_,13.68
_03120_,13.68
_09525_,13.68
_13172_,13.68
_12105_,13.67
_06314_,13.66
_06737_,13.66
_11536_,13.66
_12818_,13.66
cpuregs\[19\]\[30\],13.66
net410,13.66
_01756_,13.65
_02628_,13.64
_02732_,13.64
_03605_,13.64
_04230_,13.64
_04533_,13.64
_09937_,13.64
_14348_,13.64
cpuregs\[11\]\[16\],13.62
cpuregs\[11\]\[17\],13.62
cpuregs\[8\]\[5\],13.62
eoi[14],13.62
eoi[19],13.62
eoi[21],13.62
eoi[31],13.62
eoi[7],13.62
eoi[9],13.62
_01878_,13.6
_04091_,13.6
_07955_,13.6
_01013_,13.585
_07480_,13.58
cpuregs\[3\]\[8\],13.58
cpuregs\[5\]\[4\],13.58
_06669_,13.56
_08467_,13.56
_11056_,13.56
_11856_,13.56
_11989_,13.56
_03701_,13.54
_03726_,13.54
_06833_,13.54
_07220_,13.54
_09575_,13.54
_11707_,13.54
cpuregs\[12\]\[17\],13.54
cpuregs\[13\]\[4\],13.54
cpuregs\[15\]\[11\],13.54
_01947_,13.52
_03650_,13.52
_04346_,13.52
_07335_,13.52
_08553_,13.52
_08947_,13.52
cpuregs\[0\]\[14\],13.52
_02629_,13.5
_02866_,13.5
_02900_,13.5
_04356_,13.5
_04522_,13.5
_05265_,13.5
_08608_,13.5
_09912_,13.5
_10808_,13.5
_12283_,13.5
cpuregs\[11\]\[2\],13.5
cpuregs\[14\]\[19\],13.5
cpuregs\[16\]\[4\],13.5
_01531_,13.48
_04744_,13.48
_07702_,13.48
_12874_,13.48
net440,13.48
_11015_,13.47
_01554_,13.46
_03093_,13.46
_06781_,13.46
_10721_,13.46
_11333_,13.46
_11999_,13.46
_03504_,13.44
_04536_,13.44
_08016_,13.44
cpuregs\[12\]\[18\],13.44
cpuregs\[1\]\[9\],13.44
cpuregs\[3\]\[21\],13.44
_01622_,13.42
_02735_,13.42
_03073_,13.42
_03856_,13.42
_04637_,13.42
_08711_,13.42
_09369_,13.42
_10834_,13.42
_12511_,13.42
_13401_,13.42
_13936_,13.42
_14486_,13.42
cpuregs\[11\]\[28\],13.42
cpuregs\[12\]\[15\],13.42
_03424_,13.4
_04702_,13.4
_00064_,13.385
_02309_,13.38
_03624_,13.38
_08486_,13.38
cpuregs\[5\]\[6\],13.38
_01758_,13.36
_04531_,13.36
_09344_,13.36
cpuregs\[8\]\[28\],13.36
_14456_,13.35
_01080_,13.34
_02240_,13.34
_03089_,13.34
_03369_,13.34
_04291_,13.34
_05184_,13.34
_11699_,13.34
_11787_,13.34
_11820_,13.34
_00624_,13.32
_06221_,13.32
_01136_,13.315
_04622_,13.31
_01565_,13.3
_01882_,13.3
_02354_,13.3
_04184_,13.3
_04370_,13.3
_08946_,13.3
_09917_,13.3
cpuregs\[17\]\[8\],13.3
cpuregs\[6\]\[30\],13.3
_01246_,13.295
_13065_,13.28
irq[5],13.28
mem_rdata_q\[29\],13.28
_02693_,13.26
_08293_,13.26
_12665_,13.26
net268,13.26
_02042_,13.24
_11351_,13.24
_03795_,13.22
_06846_,13.22
_07328_,13.22
_09514_,13.22
_13099_,13.22
_13491_,13.22
_13594_,13.22
_13608_,13.22
_02347_,13.2
_08351_,13.2
_10846_,13.2
_12261_,13.2
_13467_,13.2
_01647_,13.18
_04027_,13.18
_04438_,13.18
_12493_,13.18
_13051_,13.18
cpuregs\[17\]\[14\],13.18
_02902_,13.175
_12025_,13.17
_02770_,13.16
_09457_,13.16
_10227_,13.16
_12044_,13.16
_12306_,13.16
_14349_,13.16
_02970_,13.14
_06343_,13.14
_08623_,13.14
_09608_,13.14
_02527_,13.125
_02562_,13.12
_07776_,13.12
_09424_,13.12
_02445_,13.1
_09049_,13.1
_11345_,13.1
cpuregs\[18\]\[8\],13.1
cpuregs\[6\]\[17\],13.1
_02793_,13.08
_04437_,13.08
_08303_,13.08
_09352_,13.08
_09484_,13.08
_10677_,13.08
_13480_,13.08
_13580_,13.08
alu_add_sub\[12\],13.08
alu_add_sub\[13\],13.08
cpuregs\[17\]\[31\],13.08
net303,13.08
clknet_leaf_143_clk,13.08
_02923_,13.06
_03700_,13.06
_04383_,13.06
_04635_,13.06
_04718_,13.06
_09408_,13.06
_10678_,13.06
cpuregs\[3\]\[19\],13.06
mem_addr[3],13.06
mem_la_addr[3],13.06
trap,13.06
_02044_,13.04
_04201_,13.04
_05060_,13.04
_09367_,13.04
_09639_,13.04
_09652_,13.04
_09699_,13.04
_12210_,13.04
_12383_,13.04
_14699_,13.04
cpuregs\[16\]\[6\],13.04
_02053_,13.01
_12670_,13.01
_02859_,13
_11021_,13
_12203_,13
_12439_,13
_13666_,13
instr_andi,13
_04398_,12.98
_04714_,12.98
_07037_,12.98
_09953_,12.98
_10169_,12.98
_12393_,12.98
cpuregs\[18\]\[1\],12.98
_02223_,12.96
_03799_,12.96
_03889_,12.96
_04489_,12.96
_04519_,12.96
_08607_,12.96
_09035_,12.96
_10222_,12.96
_12994_,12.96
cpuregs\[14\]\[2\],12.96
cpuregs\[18\]\[3\],12.96
cpuregs\[18\]\[5\],12.96
_01931_,12.94
_02228_,12.94
_03219_,12.94
_04004_,12.94
_04592_,12.94
_09902_,12.94
_02078_,12.92
_02762_,12.92
_04621_,12.92
_07748_,12.92
_13841_,12.92
cpuregs\[15\]\[26\],12.92
_07308_,12.9
_11312_,12.9
_14090_,12.9
_14608_,12.9
cpuregs\[5\]\[31\],12.9
_02998_,12.88
_07708_,12.88
_08296_,12.88
_09818_,12.88
_11301_,12.88
_11613_,12.88
_11722_,12.88
cpuregs\[3\]\[17\],12.86
_01712_,12.84
_02640_,12.84
_03095_,12.84
_08672_,12.84
_12534_,12.84
_12966_,12.84
eoi[16],12.84
pcpi_timeout,12.84
net271,12.84
net447,12.84
_04256_,12.82
_04779_,12.82
_06701_,12.82
_06765_,12.8
_11686_,12.8
_11756_,12.8
_13146_,12.8
_14540_,12.8
cpuregs\[0\]\[9\],12.8
_02336_,12.79
_12036_,12.78
_14524_,12.78
cpuregs\[15\]\[31\],12.78
_00069_,12.765
_03485_,12.76
_05223_,12.76
_06333_,12.76
_06630_,12.76
_06829_,12.76
_07289_,12.76
_11117_,12.76
_11247_,12.76
_12421_,12.76
_14002_,12.76
_00063_,12.745
_01537_,12.74
_02343_,12.74
_02791_,12.74
_02869_,12.74
_04922_,12.74
_03610_,12.72
_04645_,12.72
_07099_,12.72
_11240_,12.72
_11921_,12.72
_12920_,12.72
_13165_,12.72
cpuregs\[10\]\[1\],12.72
cpuregs\[16\]\[1\],12.72
_04001_,12.7
_04599_,12.7
_10712_,12.7
_12251_,12.7
_13606_,12.7
_14720_,12.7
cpuregs\[9\]\[25\],12.7
eoi[2],12.7
eoi[3],12.7
eoi[4],12.7
pcpi_insn[8],12.7
pcpi_insn[9],12.7
pcpi_rs2[15],12.7
pcpi_rs2[1],12.7
pcpi_rs2[2],12.7
pcpi_rs2[3],12.7
pcpi_rs2[4],12.7
pcpi_rs2[7],12.7
pcpi_rs2[8],12.7
_12051_,12.69
_10799_,12.68
_11396_,12.68
_12706_,12.68
_02966_,12.66
_06286_,12.66
_12152_,12.66
_13112_,12.66
_13114_,12.66
_13536_,12.66
_14096_,12.66
_14131_,12.66
_14402_,12.66
cpuregs\[0\]\[13\],12.66
_02523_,12.64
_06647_,12.64
_06798_,12.64
_06848_,12.64
_08524_,12.64
_10420_,12.64
_11037_,12.64
_11753_,12.64
_11923_,12.64
alu_shl\[11\],12.64
cpuregs\[8\]\[4\],12.64
_13691_,12.625
_01692_,12.62
_02066_,12.62
_05283_,12.62
_08876_,12.62
_09400_,12.62
cpuregs\[0\]\[28\],12.62
_04516_,12.6
_04527_,12.6
_07772_,12.6
irq[18],12.6
irq[21],12.6
irq[2],12.6
irq[30],12.6
mem_ready,12.6
pcpi_rs2[10],12.59
_04021_,12.58
_05408_,12.58
_06731_,12.58
_11532_,12.58
_13038_,12.58
_14152_,12.58
cpuregs\[11\]\[20\],12.58
cpuregs\[1\]\[22\],12.58
cpuregs\[7\]\[13\],12.58
_02273_,12.56
_03822_,12.56
_11063_,12.56
_11903_,12.56
count_cycle\[47\],12.56
_02175_,12.54
_03405_,12.54
_05024_,12.54
_08323_,12.54
_09205_,12.54
_09343_,12.54
_13420_,12.54
_14542_,12.54
_02606_,12.53
_04177_,12.52
_04683_,12.52
_11789_,12.52
_12475_,12.52
cpuregs\[7\]\[22\],12.52
_01079_,12.5
_02551_,12.5
_04471_,12.5
_12254_,12.5
_12957_,12.5
_13857_,12.5
cpuregs\[12\]\[22\],12.5
_02795_,12.48
_04229_,12.48
_04654_,12.48
_08106_,12.48
_08965_,12.48
_11623_,12.48
_13813_,12.48
_14568_,12.48
_03364_,12.46
_07658_,12.46
cpuregs\[16\]\[8\],12.46
_01939_,12.45
_12128_,12.45
_05041_,12.44
_13156_,12.44
_14647_,12.44
cpuregs\[8\]\[25\],12.44
_04970_,12.43
_01934_,12.42
_07741_,12.42
_12020_,12.42
_12549_,12.42
_13248_,12.42
_13492_,12.42
_14276_,12.42
_00045_,12.4
_09264_,12.4
_09291_,12.4
_12430_,12.4
_09229_,12.395
_04302_,12.385
_01538_,12.38
_03315_,12.38
_08504_,12.38
_12443_,12.38
cpuregs\[15\]\[18\],12.38
cpuregs\[19\]\[9\],12.38
cpuregs\[6\]\[9\],12.38
_04425_,12.36
_09435_,12.36
_09526_,12.36
_10003_,12.36
_03581_,12.34
_04211_,12.34
_05422_,12.34
_07053_,12.34
_08552_,12.34
_09749_,12.34
_11987_,12.34
_14031_,12.34
cpuregs\[2\]\[6\],12.34
decoded_rd\[1\],12.34
_04261_,12.32
_06845_,12.32
_13837_,12.32
cpuregs\[11\]\[29\],12.32
_00106_,12.305
_03498_,12.3
_03585_,12.3
_03970_,12.3
_08019_,12.3
_11258_,12.3
_11406_,12.3
_11910_,12.3
_12554_,12.3
_12555_,12.3
_13334_,12.3
_14304_,12.3
cpuregs\[4\]\[21\],12.3
_02542_,12.29
_02834_,12.29
_03683_,12.28
_06629_,12.28
_08817_,12.28
_10313_,12.28
_13128_,12.28
_14211_,12.28
_03913_,12.26
_12652_,12.26
_13073_,12.26
_13087_,12.26
_13895_,12.26
_14514_,12.26
cpuregs\[18\]\[14\],12.26
_02694_,12.24
_04586_,12.24
_07114_,12.24
_10152_,12.24
_11335_,12.24
_12859_,12.24
_14178_,12.24
cpuregs\[11\]\[6\],12.24
cpuregs\[3\]\[10\],12.24
_03308_,12.22
_03896_,12.22
_07372_,12.22
_09981_,12.21
_08409_,12.2
_10661_,12.2
_12160_,12.2
_13956_,12.2
cpuregs\[9\]\[17\],12.2
_05042_,12.18
_06437_,12.18
_06886_,12.18
_12974_,12.18
_13012_,12.18
_14168_,12.18
cpuregs\[5\]\[10\],12.18
genblk1.pcpi_mul.rd\[36\],12.18
net486,12.18
_01519_,12.16
_01876_,12.16
_02494_,12.16
_03716_,12.16
_05070_,12.16
_06488_,12.16
_12318_,12.16
_12878_,12.16
_13269_,12.16
_13412_,12.16
_13671_,12.16
cpuregs\[1\]\[16\],12.16
cpuregs\[3\]\[7\],12.16
_04558_,12.15
_02046_,12.14
_11831_,12.14
cpuregs\[10\]\[7\],12.14
eoi[29],12.14
_03688_,12.12
_04369_,12.12
_06634_,12.12
_11858_,12.12
_12564_,12.12
_13309_,12.12
cpuregs\[4\]\[9\],12.12
cpuregs\[5\]\[25\],12.12
_04326_,12.1
_09518_,12.1
_12265_,12.1
_13344_,12.1
_12380_,12.09
_01215_,12.08
_04029_,12.08
_04461_,12.08
_09909_,12.08
_12387_,12.08
_12954_,12.08
_13453_,12.08
cpuregs\[13\]\[0\],12.08
_13208_,12.075
_02587_,12.06
_04410_,12.06
_11061_,12.06
cpuregs\[15\]\[20\],12.06
_12155_,12.05
_02882_,12.04
_03619_,12.04
_03703_,12.04
_04056_,12.04
_09563_,12.04
_10363_,12.04
_10864_,12.04
_11559_,12.04
_11864_,12.04
_12093_,12.04
_12786_,12.04
_12960_,12.04
_13369_,12.04
_13430_,12.04
_13517_,12.04
_14244_,12.04
_14292_,12.04
_14334_,12.04
cpuregs\[13\]\[12\],12.04
cpuregs\[1\]\[15\],12.04
_03403_,12.02
_10217_,12.02
_13200_,12.02
cpuregs\[6\]\[15\],12.02
_03653_,12
_03906_,12
_07298_,12
_07329_,12
_11316_,12
_11531_,12
_12313_,12
_13479_,12
_13622_,12
_13811_,12
_14702_,12
cpuregs\[10\]\[22\],12
_04293_,11.98
_11765_,11.98
cpuregs\[0\]\[24\],11.98
cpuregs\[10\]\[6\],11.98
cpuregs\[9\]\[12\],11.98
_14561_,11.965
_03752_,11.96
_03826_,11.96
_06991_,11.96
_07251_,11.96
_09092_,11.96
_12461_,11.96
_13833_,11.96
_03400_,11.94
_09805_,11.94
_11972_,11.94
_13024_,11.94
_03099_,11.92
_09010_,11.92
_13319_,11.92
cpuregs\[5\]\[21\],11.92
cpuregs\[7\]\[5\],11.92
_04924_,11.9
_06745_,11.9
_11195_,11.9
_12219_,11.9
_14449_,11.9
_01938_,11.88
_03167_,11.88
_04380_,11.88
_04485_,11.88
_12933_,11.88
_12959_,11.88
_13337_,11.88
_13887_,11.88
cpuregs\[2\]\[22\],11.88
mem_do_rdata,11.88
pcpi_rs2[12],11.87
_14786_,11.865
_01631_,11.86
_04106_,11.86
_13609_,11.86
_12003_,11.845
_01900_,11.84
_02572_,11.84
_03290_,11.84
_03861_,11.84
_06331_,11.84
_11932_,11.84
_13538_,11.84
_13564_,11.84
_13922_,11.84
_02839_,11.82
_06649_,11.82
_09806_,11.82
_12322_,11.82
cpuregs\[4\]\[24\],11.82
_04214_,11.8
_04797_,11.8
_06598_,11.8
_11191_,11.8
_12106_,11.8
_13117_,11.8
_13343_,11.8
_14005_,11.8
cpuregs\[4\]\[10\],11.8
_14738_,11.785
_12131_,11.78
_13438_,11.78
_13742_,11.78
cpuregs\[15\]\[30\],11.78
cpuregs\[15\]\[5\],11.78
cpuregs\[19\]\[25\],11.78
cpuregs\[1\]\[7\],11.78
cpuregs\[9\]\[22\],11.78
_02333_,11.76
_02850_,11.76
_03867_,11.76
_11407_,11.74
_13336_,11.74
_13699_,11.74
_10852_,11.72
_11147_,11.72
_13110_,11.72
_14394_,11.72
cpuregs\[14\]\[3\],11.72
cpuregs\[18\]\[9\],11.72
_01658_,11.71
_01601_,11.7
_03001_,11.7
_03013_,11.7
_03503_,11.7
_04241_,11.7
_04411_,11.7
_04794_,11.7
_06891_,11.7
_07009_,11.7
_13456_,11.7
_13756_,11.7
_14336_,11.7
cpuregs\[12\]\[6\],11.7
cpuregs\[15\]\[25\],11.7
_03027_,11.68
_03127_,11.68
_12130_,11.68
_12942_,11.68
irq[13],11.68
irq[14],11.68
irq[16],11.68
irq[19],11.68
irq[23],11.68
irq[24],11.68
_03470_,11.66
_06293_,11.66
_07989_,11.66
_11150_,11.66
_11584_,11.66
cpuregs\[3\]\[11\],11.66
_01616_,11.64
_02577_,11.64
_06813_,11.64
_11703_,11.64
_12792_,11.64
_13028_,11.64
_00909_,11.625
_01254_,11.625
_06350_,11.62
_10072_,11.62
_11437_,11.62
_11583_,11.62
_12239_,11.62
_13731_,11.62
_14792_,11.62
_02721_,11.6
_03117_,11.6
_04692_,11.6
_13258_,11.6
_14383_,11.6
cpuregs\[8\]\[15\],11.6
_00928_,11.595
_13583_,11.59
_02490_,11.58
_02832_,11.58
_03106_,11.58
_03213_,11.58
_03318_,11.58
_03667_,11.58
_04574_,11.58
_04982_,11.58
_07462_,11.58
_07967_,11.58
_11803_,11.58
_12751_,11.58
_13739_,11.58
_13989_,11.58
_14527_,11.58
_01972_,11.56
_06622_,11.56
_12479_,11.56
_13183_,11.56
_13784_,11.56
_14360_,11.56
pcpi_valid,11.56
_01514_,11.54
_02218_,11.54
_02299_,11.54
_11391_,11.54
_11986_,11.54
_12501_,11.54
_12746_,11.54
_13874_,11.54
cpuregs\[2\]\[20\],11.54
_02083_,11.52
_01848_,11.5
_07418_,11.5
_09489_,11.5
_10839_,11.5
_13113_,11.5
_13327_,11.5
_13702_,11.5
cpuregs\[3\]\[3\],11.5
_06769_,11.48
_10961_,11.48
_14198_,11.48
_14727_,11.48
cpuregs\[10\]\[26\],11.48
cpuregs\[2\]\[4\],11.48
cpuregs\[5\]\[8\],11.48
_01536_,11.46
_01561_,11.46
_06752_,11.46
_08740_,11.46
_12163_,11.46
_12703_,11.46
cpuregs\[1\]\[23\],11.46
cpuregs\[1\]\[3\],11.46
_10130_,11.44
_10723_,11.44
_12053_,11.44
_12153_,11.44
_00043_,11.42
count_cycle\[50\],11.42
_01387_,11.415
_01893_,11.41
mem_addr[4],11.41
_13598_,11.4
_02382_,11.38
_03181_,11.38
_04824_,11.38
_06322_,11.38
_07443_,11.38
_11522_,11.38
_11817_,11.38
_12404_,11.38
_13186_,11.38
_13921_,11.38
_14701_,11.38
cpuregs\[7\]\[3\],11.38
_08957_,11.36
_09686_,11.36
_11875_,11.36
_13016_,11.36
_13342_,11.36
_13481_,11.36
_14761_,11.36
_01640_,11.355
_02546_,11.34
_06570_,11.34
_07426_,11.34
_09348_,11.34
_11121_,11.34
_11491_,11.34
_11620_,11.34
_14465_,11.34
cpuregs\[16\]\[16\],11.34
_03008_,11.32
_03128_,11.32
_03218_,11.32
_03234_,11.32
_04390_,11.32
_07736_,11.32
count_instr\[55\],11.32
cpuregs\[9\]\[24\],11.32
_00114_,11.305
_00898_,11.305
_02963_,11.3
_03210_,11.3
_04829_,11.3
_05580_,11.3
_08625_,11.3
_10797_,11.3
_11068_,11.3
_12024_,11.3
cpuregs\[10\]\[17\],11.3
_01609_,11.28
_01901_,11.28
_02565_,11.28
_03374_,11.28
_05083_,11.28
_06980_,11.28
_12017_,11.28
_12556_,11.28
_13825_,11.28
reg_pc\[15\],11.28
_03790_,11.26
_04092_,11.26
_04392_,11.26
_06910_,11.26
_08602_,11.26
_10205_,11.26
_10926_,11.26
_11732_,11.26
_12195_,11.26
cpuregs\[12\]\[9\],11.26
net345,11.26
net365,11.26
_01498_,11.245
_01800_,11.24
_04828_,11.24
_07241_,11.24
_07757_,11.24
_07847_,11.24
_08003_,11.24
_09135_,11.24
_09311_,11.24
_09762_,11.24
_10576_,11.24
_11060_,11.24
_11561_,11.24
_11706_,11.24
decoded_rd\[3\],11.24
net270,11.24
_06730_,11.22
_12590_,11.22
_12794_,11.22
mem_rdata[25],11.22
resetn,11.22
_00111_,11.2
_04013_,11.2
_04321_,11.2
_04442_,11.2
_04492_,11.2
_12138_,11.2
_12333_,11.2
_13185_,11.2
_13893_,11.2
_14541_,11.2
cpuregs\[1\]\[17\],11.2
cpuregs\[1\]\[6\],11.2
_01781_,11.18
_02763_,11.18
_03510_,11.18
_08999_,11.18
cpuregs\[0\]\[25\],11.18
_01094_,11.16
_01660_,11.16
_02229_,11.16
_03562_,11.16
_07458_,11.16
_10110_,11.16
_11193_,11.16
_12437_,11.16
_12685_,11.16
_13505_,11.16
cpu_state\[4\],11.16
cpuregs\[0\]\[11\],11.16
cpuregs\[10\]\[31\],11.16
mem_do_wdata,11.16
_04015_,11.15
_11839_,11.15
_00570_,11.145
_01505_,11.14
_02466_,11.14
_04189_,11.14
_10615_,11.14
_14010_,11.14
_14422_,11.14
_01502_,11.12
_02505_,11.12
_02745_,11.12
_03631_,11.12
_03833_,11.12
_06520_,11.12
_07204_,11.12
_07274_,11.12
_09051_,11.12
_09191_,11.12
_09636_,11.12
_11472_,11.12
_12961_,11.12
decoded_imm_uj\[1\],11.12
_04213_,11.1
_11075_,11.1
_12956_,11.1
_13380_,11.1
_13474_,11.1
_03783_,11.08
_04729_,11.08
_04730_,11.08
_09571_,11.08
_11680_,11.08
_13840_,11.08
_13972_,11.08
_14411_,11.08
cpuregs\[18\]\[21\],11.08
cpuregs\[8\]\[29\],11.08
_13943_,11.06
cpuregs\[14\]\[18\],11.06
cpuregs\[14\]\[21\],11.06
cpuregs\[2\]\[17\],11.06
cpuregs\[4\]\[19\],11.06
cpuregs\[7\]\[18\],11.06
_14027_,11.05
_01886_,11.04
_04646_,11.04
_04782_,11.04
_06227_,11.04
_07193_,11.04
_14393_,11.04
_03029_,11.035
_04643_,11.02
_06091_,11.02
_12227_,11.02
cpuregs\[3\]\[22\],11.02
_02316_,11
_03068_,11
_07948_,11
_11608_,11
_13188_,11
_14060_,11
_14270_,11
pcpi_rs2[5],11
reg_out\[30\],11
_02041_,10.98
_02517_,10.98
_11859_,10.98
_12769_,10.98
_13993_,10.98
count_cycle\[24\],10.98
